epoch,train_acc,train_epoch_time,train_loss,val_acc,val_epoch_time,val_loss
0,0.154375,11.690898656845093,3.0898284072875977,0.17050000017881392,1.112502098083496,2.484130462646484
1,0.225,13.37586236000061,2.0931816139221193,0.2759999998807907,1.1554243564605713,2.0452090187072756
2,0.28225,12.25183892250061,1.9314518966674805,0.2895000007152557,1.4070584774017334,2.075035131454468
