reg_method,reg_val,best_epoch,val_acc,train_acc,layer,split,dispersion_ratio,num_images
L1,0.0001,18,0.6856,0.86348,conv1,val,0.6949387883612416,10000
L1,0.0001,18,0.6856,0.86348,conv3,train,0.432562343089787,25000
L1,0.0001,18,0.6856,0.86348,conv3,val,0.4331389283588009,10000
L1,0.0001,18,0.6856,0.86348,fc1,train,0.1987724699377568,25000
L1,0.0001,18,0.6856,0.86348,fc1,val,0.1998216328463601,10000
L1,0.0005,49,0.5346,0.561,conv1,train,0.5005634840816857,25000
L1,0.0005,49,0.5346,0.561,conv1,val,0.49873520947314587,10000
L1,0.0005,49,0.5346,0.561,conv3,train,0.08448342351256548,25000
L1,0.0005,49,0.5346,0.561,conv3,val,0.08459256757878918,10000
L1,0.0005,49,0.5346,0.561,fc1,train,0.14591114602976843,25000
L1,0.0005,49,0.5346,0.561,fc1,val,0.1468593095619963,10000
L1,0.001,1,0.1,0.1012,conv1,train,0.6839570316514951,25000
L1,0.001,1,0.1,0.1012,conv1,val,0.6832025711724052,10000
L1,0.001,1,0.1,0.1012,conv3,train,0.010160534763213477,25000
L1,0.001,1,0.1,0.1012,conv3,val,0.010153145370548691,10000
L1,0.001,1,0.1,0.1012,fc1,train,0.0017782279890807468,25000
L1,0.001,1,0.1,0.1012,fc1,val,0.0017863544086615488,10000
L1,0.0015,1,0.1,0.10072,conv1,train,0.4578469400273667,25000
L1,0.0015,1,0.1,0.10072,conv1,val,0.45697865863650866,10000
L1,0.0015,1,0.1,0.10072,conv3,train,0.010802248349312815,25000
L1,0.0015,1,0.1,0.10072,conv3,val,0.010794638754250019,10000
L1,0.0015,1,0.1,0.10072,fc1,train,0.001601606131979757,25000
L1,0.0015,1,0.1,0.10072,fc1,val,0.0016089254359351606,10000
L1,0.002,1,0.1,0.10088,conv1,train,0.5644349333124629,25000
L1,0.002,1,0.1,0.10088,conv1,val,0.5626323085117125,10000
L1,0.002,1,0.1,0.10088,conv3,train,0.011051768091245386,25000
L1,0.002,1,0.1,0.10088,conv3,val,0.011043982663582788,10000
L1,0.002,1,0.1,0.10088,fc1,train,0.0018024313075536017,25000
L1,0.002,1,0.1,0.10088,fc1,val,0.0018106683299603879,10000
L1,0.003,1,0.1,0.10072,conv1,train,0.4071301745947832,25000
L1,0.003,1,0.1,0.10072,conv1,val,0.4054847137206671,10000
L1,0.003,1,0.1,0.10072,conv3,train,0.011264746533254233,25000
L1,0.003,1,0.1,0.10072,conv3,val,0.011256811023065619,10000
L1,0.003,1,0.1,0.10072,fc1,train,0.0018191143628332655,25000
L1,0.003,1,0.1,0.10072,fc1,val,0.0018274276224329825,10000
L1,0.005,1,0.1,0.1006,conv1,train,0.3376304361711474,25000
L1,0.005,1,0.1,0.1006,conv1,val,0.3357512870747631,10000
L1,0.005,1,0.1,0.1006,conv3,train,0.011000172078429517,25000
L1,0.005,1,0.1,0.1006,conv3,val,0.010992423009657812,10000
L1,0.005,1,0.1,0.1006,fc1,train,0.0018989075513103735,25000
L1,0.005,1,0.1,0.1006,fc1,val,0.0019075855726922552,10000
L1,0.01,1,0.1,0.0996,conv1,train,0.27634097085384585,25000
L1,0.01,1,0.1,0.0996,conv1,val,0.27480575610877395,10000
L1,0.01,1,0.1,0.0996,conv3,train,0.01078206619450978,25000
L1,0.01,1,0.1,0.0996,conv3,val,0.010774470821490984,10000
L1,0.01,1,0.1,0.0996,fc1,train,0.0017733934069416443,25000
L1,0.01,1,0.1,0.0996,fc1,val,0.0017814977337483652,10000
L1,0.02,1,0.1,0.10148,conv1,train,0.2790217177229913,25000
L1,0.02,1,0.1,0.10148,conv1,val,0.2774769712626553,10000
L1,0.02,1,0.1,0.10148,conv3,train,0.011681717710753598,25000
L1,0.02,1,0.1,0.10148,conv3,val,0.01167348836759764,10000
L1,0.02,1,0.1,0.10148,fc1,train,0.0018863367980360274,25000
L1,0.02,1,0.1,0.10148,fc1,val,0.0018949573743680308,10000
L1,0.05,1,0.1,0.10028,conv1,train,0.2774579894322971,25000
L1,0.05,1,0.1,0.10028,conv1,val,0.27591002946112964,10000
L1,0.05,1,0.1,0.10028,conv3,train,0.01094288798440611,25000
L1,0.05,1,0.1,0.10028,conv3,val,0.010935179282825802,10000
L1,0.05,1,0.1,0.10028,fc1,train,0.0017288227301920959,25000
L1,0.05,1,0.1,0.10028,fc1,val,0.0017367233806802138,10000
L1,0.1,1,0.1,0.09916,conv1,train,0.32324411368786604,25000
L1,0.1,1,0.1,0.09916,conv1,val,0.32143433889053746,10000
L1,0.1,1,0.1,0.09916,conv3,train,0.011467224166841853,25000
L1,0.1,1,0.1,0.09916,conv3,val,0.011459145973880163,10000
L1,0.1,1,0.1,0.09916,fc1,train,0.0018942155930976358,25000
L1,0.1,1,0.1,0.09916,fc1,val,0.001902872045648825,10000
L1,0.2,1,0.1,0.10028,conv1,train,0.3464996027717056,25000
L1,0.2,1,0.1,0.10028,conv1,val,0.344584237107454,10000
L1,0.2,1,0.1,0.10028,conv3,train,0.011448580330599707,25000
L1,0.2,1,0.1,0.10028,conv3,val,0.011440515275653356,10000
L1,0.2,1,0.1,0.10028,fc1,train,0.0017633160914094002,25000
L1,0.2,1,0.1,0.10028,fc1,val,0.0017713743675236322,10000
L2,0.0,43,0.6931,0.99692,conv1,train,0.8883003630443633,25000
L2,0.0,43,0.6931,0.99692,conv1,val,0.8878124530407757,10000
L2,0.0,43,0.6931,0.99692,conv3,train,0.9493632238231665,25000
L2,0.0,43,0.6931,0.99692,conv3,val,0.9506027100477265,10000
L2,0.0,43,0.6931,0.99692,fc1,train,0.8583569150438926,25000
L2,0.0,43,0.6931,0.99692,fc1,val,0.8595472365393723,10000
L2,0.0001,57,0.7136,1.0,conv1,train,1.010871431730168,25000
L2,0.0001,57,0.7136,1.0,conv1,val,1.0104219552157967,10000
L2,0.0001,57,0.7136,1.0,conv3,train,0.6392890515881707,25000
L2,0.0001,57,0.7136,1.0,conv3,val,0.6400648502966944,10000
L2,0.0001,57,0.7136,1.0,fc1,train,0.5732901715451781,25000
L2,0.0001,57,0.7136,1.0,fc1,val,0.5747854532447647,10000
L2,0.0005,57,0.7069,0.99996,conv1,train,0.8963168857514926,25000
L2,0.0005,57,0.7069,0.99996,conv1,val,0.8950543660273925,10000
L2,0.0005,57,0.7069,0.99996,conv3,train,0.4924735928572765,25000
L2,0.0005,57,0.7069,0.99996,conv3,val,0.4927512784017012,10000
L2,0.0005,57,0.7069,0.99996,fc1,train,0.40701365812114243,25000
L2,0.0005,57,0.7069,0.99996,fc1,val,0.40849003308008214,10000
L2,0.001,41,0.7057,0.98344,conv1,train,0.7631170841391091,25000
L2,0.001,41,0.7057,0.98344,conv1,val,0.7610979692766418,10000
L2,0.001,41,0.7057,0.98344,conv3,train,0.39702370011479693,25000
L2,0.001,41,0.7057,0.98344,conv3,val,0.39755829207094534,10000
L2,0.001,41,0.7057,0.98344,fc1,train,0.3034616502791665,25000
L2,0.001,41,0.7057,0.98344,fc1,val,0.30448975195402567,10000
L2,0.0015,43,0.6993,0.96996,conv1,train,0.8184346442414867,25000
L2,0.0015,43,0.6993,0.96996,conv1,val,0.8169501719176926,10000
L2,0.0015,43,0.6993,0.96996,conv3,train,0.3944888400448622,25000
L2,0.0015,43,0.6993,0.96996,conv3,val,0.3948882574680624,10000
L2,0.0015,43,0.6993,0.96996,fc1,train,0.27287772259075216,25000
L2,0.0015,43,0.6993,0.96996,fc1,val,0.27388110553476086,10000
L2,0.002,27,0.7001,0.89212,conv1,train,0.5800010145023196,25000
L2,0.002,27,0.7001,0.89212,conv1,val,0.5803188364033163,10000
L2,0.002,27,0.7001,0.89212,conv3,train,0.3000671666514411,25000
L2,0.002,27,0.7001,0.89212,conv3,val,0.30014759101308325,10000
L2,0.002,27,0.7001,0.89212,fc1,train,0.1960413863824489,25000
L2,0.002,27,0.7001,0.89212,fc1,val,0.19674900881143031,10000
L2,0.003,45,0.703,0.8708,conv1,train,0.6373655240308682,25000
L2,0.003,45,0.703,0.8708,conv1,val,0.6349528488529824,10000
L2,0.003,45,0.703,0.8708,conv3,train,0.23923030484469396,25000
L2,0.003,45,0.703,0.8708,conv3,val,0.239381426585542,10000
L2,0.003,45,0.703,0.8708,fc1,train,0.15306042517887652,25000
L2,0.003,45,0.703,0.8708,fc1,val,0.15371558537073923,10000
L2,0.005,60,0.6829,0.751,conv1,train,0.5868052868896185,25000
L2,0.005,60,0.6829,0.751,conv1,val,0.5827882124738542,10000
L2,0.005,60,0.6829,0.751,conv3,train,0.1526820020890177,25000
L2,0.005,60,0.6829,0.751,conv3,val,0.15236755221641138,10000
L2,0.005,60,0.6829,0.751,fc1,train,0.09685611246992343,25000
L2,0.005,60,0.6829,0.751,fc1,val,0.09737283741196243,10000
L2,0.01,52,0.5464,0.5654,conv1,train,1.0205534438844743,25000
L2,0.01,52,0.5464,0.5654,conv1,val,1.0183982541526642,10000
L2,0.01,52,0.5464,0.5654,conv3,train,0.10896127915461923,25000
L2,0.01,52,0.5464,0.5654,conv3,val,0.10955361995033665,10000
L2,0.01,52,0.5464,0.5654,fc1,train,0.08210283499703248,25000
L2,0.01,52,0.5464,0.5654,fc1,val,0.08272557928425542,10000
L2,0.02,1,0.1,0.10088,conv1,train,0.37042922065167827,25000
L2,0.02,1,0.1,0.10088,conv1,val,0.3686683064095294,10000
L2,0.02,1,0.1,0.10088,conv3,train,0.010826601763668042,25000
L2,0.02,1,0.1,0.10088,conv3,val,0.010819037733871373,10000
L2,0.02,1,0.1,0.10088,fc1,train,0.0018916406014422424,25000
L2,0.02,1,0.1,0.10088,fc1,val,0.0019003183899008998,10000
L2,0.05,1,0.1,0.1012,conv1,train,0.311028399757621,25000
L2,0.05,1,0.1,0.1012,conv1,val,0.30928589645926674,10000
L2,0.05,1,0.1,0.1012,conv3,train,0.01155310258474665,25000
L2,0.05,1,0.1,0.1012,conv3,val,0.0115449638746276,10000
L2,0.05,1,0.1,0.1012,fc1,train,0.001740150835929596,25000
L2,0.05,1,0.1,0.1012,fc1,val,0.0017481032528938283,10000
L2,0.1,1,0.1,0.10088,conv1,train,0.32253607190920364,25000
L2,0.1,1,0.1,0.10088,conv1,val,0.3207438146778424,10000
L2,0.1,1,0.1,0.10088,conv3,train,0.012061662618140115,25000
L2,0.1,1,0.1,0.10088,conv3,val,0.01205316553384139,10000
L2,0.1,1,0.1,0.10088,fc1,train,0.0016030852985880679,25000
L2,0.1,1,0.1,0.10088,fc1,val,0.0016104113619474418,10000
L2,0.2,1,0.1,0.1012,conv1,train,0.3254059719363074,25000
L2,0.2,1,0.1,0.1012,conv1,val,0.3235978091570057,10000
L2,0.2,1,0.1,0.1012,conv3,train,0.01090857978303053,25000
L2,0.2,1,0.1,0.1012,conv3,val,0.01090089525789492,10000
L2,0.2,1,0.1,0.1012,fc1,train,0.0016920688878867254,25000
L2,0.2,1,0.1,0.1012,fc1,val,0.0016998015829422315,10000
