reg_method,reg_val,best_epoch,val_acc,train_acc,layer,split,unique_pctg,entropy,num_images,n_bins
GaussianNoise,0.05,16,0.3239,0.63788,fc1,train,35.432,1.3477627380919457,25000,10
GaussianNoise,0.05,16,0.3239,0.63788,fc1,val,47.28,1.3515787649810314,10000,10
GaussianNoise,0.1,18,0.3165,0.65128,conv1,train,0.748,0.9696903636550903,25000,10
GaussianNoise,0.1,18,0.3165,0.65128,conv1,val,1.28,0.9711059515357018,10000,10
GaussianNoise,0.1,18,0.3165,0.65128,conv3,train,6.244000000000001,0.7209808976420761,25000,10
GaussianNoise,0.1,18,0.3165,0.65128,conv3,val,9.629999999999999,0.7314704882204532,10000,10
GaussianNoise,0.1,18,0.3165,0.65128,fc1,train,40.096,1.352246263012886,25000,10
GaussianNoise,0.1,18,0.3165,0.65128,fc1,val,51.83,1.353842624360323,10000,10
GaussianNoise,0.2,17,0.3018,0.5124,conv1,train,0.468,0.884363020708561,25000,10
GaussianNoise,0.2,17,0.3018,0.5124,conv1,val,0.8999999999999999,0.8840881714165211,10000,10
GaussianNoise,0.2,17,0.3018,0.5124,conv3,train,1.436,0.3114345484000444,25000,10
GaussianNoise,0.2,17,0.3018,0.5124,conv3,val,2.27,0.3195127387277782,10000,10
GaussianNoise,0.2,17,0.3018,0.5124,fc1,train,14.604000000000001,1.0999420666098594,25000,10
GaussianNoise,0.2,17,0.3018,0.5124,fc1,val,21.34,1.101722980117798,10000,10
L1,0.0001,20,0.3255,0.4886,conv1,train,0.624,0.8669710552620887,25000,10
L1,0.0001,20,0.3255,0.4886,conv1,val,1.23,0.8678382341861725,10000,10
L1,0.0001,20,0.3255,0.4886,conv3,train,0.528,0.1924269597890973,25000,10
L1,0.0001,20,0.3255,0.4886,conv3,val,1.06,0.19722174756526947,10000,10
L1,0.0001,20,0.3255,0.4886,fc1,train,16.612,0.9178547652852536,25000,10
L1,0.0001,20,0.3255,0.4886,fc1,val,23.48,0.9204582418471575,10000,10
L1,0.001,1,0.01,0.01112,conv1,train,0.044000000000000004,0.9658426155161858,25000,10
L1,0.001,1,0.01,0.01112,conv1,val,0.11,0.9661233927726746,10000,10
L1,0.001,1,0.01,0.01112,conv3,train,0.004,0.0,25000,10
L1,0.001,1,0.01,0.01112,conv3,val,0.01,0.0,10000,10
L1,0.001,1,0.01,0.01112,fc1,train,0.004,0.0,25000,10
L1,0.001,1,0.01,0.01112,fc1,val,0.01,0.0,10000,10
L1,0.01,1,0.01,0.011,conv1,train,0.004,0.5435644388198853,25000,10
L1,0.01,1,0.01,0.011,conv1,val,0.01,0.5435644388198853,10000,10
L1,0.01,1,0.01,0.011,conv3,train,0.004,0.0,25000,10
L1,0.01,1,0.01,0.011,conv3,val,0.01,0.0,10000,10
L1,0.01,1,0.01,0.011,fc1,train,0.004,0.0,25000,10
L1,0.01,1,0.01,0.011,fc1,val,0.01,0.0,10000,10
L1,0.05,1,0.01,0.0104,conv1,train,0.004,0.9744894504547119,25000,10
L1,0.05,1,0.01,0.0104,conv1,val,0.01,0.9744894504547119,10000,10
L1,0.05,1,0.01,0.0104,conv3,train,0.004,0.0,25000,10
L1,0.05,1,0.01,0.0104,conv3,val,0.01,0.0,10000,10
L1,0.05,1,0.01,0.0104,fc1,train,0.004,0.0,25000,10
L1,0.05,1,0.01,0.0104,fc1,val,0.01,0.0,10000,10
L1,0.1,1,0.01,0.01112,conv1,train,0.012,0.717565958724022,25000,10
L1,0.1,1,0.01,0.01112,conv1,val,0.03,0.7171483978569507,10000,10
L1,0.1,1,0.01,0.01112,conv3,train,0.004,0.0,25000,10
L1,0.1,1,0.01,0.01112,conv3,val,0.01,0.0,10000,10
L1,0.1,1,0.01,0.01112,fc1,train,0.004,0.0,25000,10
L1,0.1,1,0.01,0.01112,fc1,val,0.01,0.0,10000,10
L2,0.0001,16,0.3404,0.666,conv1,train,0.696,1.0099966073942184,25000,10
L2,0.0001,16,0.3404,0.666,conv1,val,1.26,1.0109823332250119,10000,10
L2,0.0001,16,0.3404,0.666,conv3,train,4.4799999999999995,0.6512103688046336,25000,10
L2,0.0001,16,0.3404,0.666,conv3,val,7.17,0.6618629483535886,10000,10
L2,0.0001,16,0.3404,0.666,fc1,train,29.664,1.294069216609001,25000,10
L2,0.0001,16,0.3404,0.666,fc1,val,39.45,1.2961939933121205,10000,10
L2,0.001,24,0.322,0.661,conv1,train,0.9079999999999999,1.089589080696106,25000,10
L2,0.001,24,0.322,0.661,conv1,val,1.79,1.0899368334829806,10000,10
L2,0.001,24,0.322,0.661,conv3,train,6.156,0.8173451985791326,25000,10
L2,0.001,24,0.322,0.661,conv3,val,9.6,0.8258752804771066,10000,10
L2,0.001,24,0.322,0.661,fc1,train,43.84,1.4117045339798928,25000,10
L2,0.001,24,0.322,0.661,fc1,val,56.07,1.4155020796954632,10000,10
L2,0.01,1,0.01,0.01112,conv1,train,0.036000000000000004,0.9975759012222291,25000,10
L2,0.01,1,0.01,0.01112,conv1,val,0.08,0.9975996126413346,10000,10
L2,0.01,1,0.01,0.01112,conv3,train,0.004,0.0,25000,10
