method,reg_val,sigma,acc_mean,acc_std
Baseline,0.0,0.0,87.98017824216349,0.0
Baseline,0.0,0.005,87.98658061872567,0.01187463954043121
Baseline,0.0,0.01,87.9417639827904,0.03763813372438953
Baseline,0.0,0.02,87.75481458717475,0.06611519485467533
Baseline,0.0,0.03,87.54993853718499,0.05984081871310694
Baseline,0.0,0.05,86.83031141159597,0.015786759892875334
Baseline,0.0,0.075,85.45123950010243,0.277015082693211
Baseline,0.0,0.1,83.37430854333128,0.6903959060495675
Baseline,0.0,0.15,76.1280987502561,1.1075941214660678
L1,0.0001,0.0,84.7841118623233,0.0
L1,0.0001,0.005,84.8417332513829,0.020567479005593196
L1,0.0001,0.01,84.69960049170253,0.09662287174714969
L1,0.0001,0.02,84.54850440483507,0.19325422792973346
L1,0.0001,0.03,84.35131120671993,0.1447333656109939
L1,0.0001,0.05,82.33840401557057,0.14769382150477423
L1,0.0001,0.075,80.51884859659906,1.3666313312568383
L1,0.0001,0.1,75.13316943249333,0.8851039571186946
L1,0.0001,0.15,63.79328006556034,6.469232220517606
