method,reg_val,sigma,acc_mean,acc_std
Baseline,0.0,0.0,68.53,0.0
Baseline,0.0,0.005,68.35000000000001,0.06976149845485488
Baseline,0.0,0.01,68.23,0.10801234497346478
Baseline,0.0,0.02,68.01333333333334,0.11897712198383412
Baseline,0.0,0.03,67.60333333333334,0.23328570942563903
Baseline,0.0,0.05,66.38333333333334,0.1249888883950138
Baseline,0.0,0.075,64.56666666666666,0.09977753031397597
Baseline,0.0,0.1,60.64000000000001,1.1497246047061305
Baseline,0.0,0.15,51.89000000000001,1.3697688369453682
L2,0.001,0.0,68.16,0.0
L2,0.001,0.005,68.20333333333333,0.06944222218667036
L2,0.001,0.01,68.19333333333333,0.1291854825005089
L2,0.001,0.02,67.35333333333334,0.28335294049804444
L2,0.001,0.03,65.30000000000001,0.3432200460346117
L2,0.001,0.05,57.53,1.7076884961842385
L2,0.001,0.075,48.163333333333334,2.185167168789507
L2,0.001,0.1,41.11666666666667,2.8650344190292407
L2,0.001,0.15,27.73,2.1637621557524924
Dropout,0.3,0.0,71.23,0.0
Dropout,0.3,0.005,71.34,0.02449489742783271
Dropout,0.3,0.01,71.34666666666668,0.07930251502246755
Dropout,0.3,0.02,71.15333333333334,0.01699673171197164
Dropout,0.3,0.03,70.99,0.2290560339014603
Dropout,0.3,0.05,69.98333333333333,0.24087802353519694
Dropout,0.3,0.075,67.98666666666666,0.14055445761538432
Dropout,0.3,0.1,65.35,1.0334731088260982
Dropout,0.3,0.15,56.54333333333333,0.8714100960831002
DataAug,2.0,0.0,77.68,0.0
DataAug,2.0,0.005,77.60000000000001,0.04082482904638398
DataAug,2.0,0.01,77.62,0.11430952132988294
DataAug,2.0,0.02,76.96333333333332,0.12970050972229086
DataAug,2.0,0.03,76.52,0.23790754506740544
DataAug,2.0,0.05,74.55666666666667,0.7027722880769292
DataAug,2.0,0.075,70.40666666666667,0.8797095480264454
DataAug,2.0,0.1,65.11666666666666,1.7737029689951531
DataAug,2.0,0.15,52.47,1.929784098459374
GaussianNoise,0.1,0.0,63.91,0.0
GaussianNoise,0.1,0.005,64.05333333333333,0.1189771219838312
GaussianNoise,0.1,0.01,64.07666666666667,0.07717224601859597
GaussianNoise,0.1,0.02,63.77666666666667,0.14055445761538285
GaussianNoise,0.1,0.03,63.596666666666664,0.18080068829760623
GaussianNoise,0.1,0.05,62.73333333333333,0.6235561099229355
GaussianNoise,0.1,0.075,59.97333333333333,0.30879694874715596
GaussianNoise,0.1,0.1,58.25333333333333,0.6731187776974391
GaussianNoise,0.1,0.15,51.306666666666665,1.298238122311241
BatchNorm,1.0,0.0,76.77000000000001,0.0
BatchNorm,1.0,0.005,76.71666666666665,0.07363574011458467
BatchNorm,1.0,0.01,76.35000000000001,0.23720595832875616
BatchNorm,1.0,0.02,74.62666666666667,0.5674700187870919
BatchNorm,1.0,0.03,72.74000000000001,0.7433707016018334
BatchNorm,1.0,0.05,66.11666666666666,1.5258731562252763
BatchNorm,1.0,0.075,53.31333333333333,5.6219174269599135
BatchNorm,1.0,0.1,43.00666666666667,5.315143982579924
BatchNorm,1.0,0.15,31.80333333333333,6.553860609510159
L1,0.0001,0.0,64.95,0.0
L1,0.0001,0.005,64.96666666666665,0.2604269997949897
L1,0.0001,0.01,64.91000000000001,0.16391054470858596
L1,0.0001,0.02,65.06333333333333,0.30663043264200374
L1,0.0001,0.03,64.09,0.2515286597321802
L1,0.0001,0.05,61.90333333333333,1.0452857132010482
L1,0.0001,0.075,58.456666666666656,1.4244843121479311
L1,0.0001,0.1,54.25333333333333,1.12913929856132
L1,0.0001,0.15,45.52,3.070895634827078
