method,reg_val,epoch,layer,unique_pctg
L2,0.0001,30,conv1,100.0
L2,0.0001,30,conv3,99.98847572218807
L2,0.0001,30,fc1,44.575906576521206
L2,0.0001,40,conv1,100.0
L2,0.0001,40,conv3,99.99615857406269
L2,0.0001,40,fc1,52.585279655808236
L2,0.0001,50,conv1,100.0
L2,0.0001,50,conv3,99.98079287031346
L2,0.0001,50,fc1,46.04717271051014
L2,0.0001,60,conv1,100.0
L2,0.0001,60,conv3,99.98847572218807
L2,0.0001,60,fc1,41.959895513214505
