method,reg_val,sigma,acc_mean,acc_std
Baseline,0.0,0.0,27.04,0.0
Baseline,0.0,0.005,27.013333333333332,0.024944382578493993
Baseline,0.0,0.01,26.973333333333333,0.07363574011458296
Baseline,0.0,0.02,26.996666666666666,0.08259674462242698
Baseline,0.0,0.03,26.790000000000003,0.30735430152621457
Baseline,0.0,0.05,26.859999999999996,0.43566041821583984
Baseline,0.0,0.075,25.676666666666666,0.7165348716023696
Baseline,0.0,0.1,24.576666666666664,0.4860955553066592
Baseline,0.0,0.15,24.206666666666667,1.1316458024586238
BatchNorm,1.0,0.0,41.61,0.0
BatchNorm,1.0,0.005,41.50333333333334,0.0974109279746836
BatchNorm,1.0,0.01,41.49333333333333,0.0771722460186015
BatchNorm,1.0,0.02,40.343333333333334,0.6558624517042849
BatchNorm,1.0,0.03,37.556666666666665,1.7097823123297147
BatchNorm,1.0,0.05,35.556666666666665,0.8933955202235767
BatchNorm,1.0,0.075,30.376666666666665,2.7539103511592775
BatchNorm,1.0,0.1,20.98333333333333,5.5617523217857245
BatchNorm,1.0,0.15,12.83,0.9259589623736021
DataAug,2.0,0.0,42.8,0.0
DataAug,2.0,0.005,42.85999999999999,0.06480740698408105
DataAug,2.0,0.01,42.59333333333333,0.16858891488535763
DataAug,2.0,0.02,42.49,0.13140268896284682
DataAug,2.0,0.03,42.129999999999995,0.6099726769837048
DataAug,2.0,0.05,41.75,0.9759439874637612
DataAug,2.0,0.075,38.083333333333336,1.9236308262126491
DataAug,2.0,0.1,31.540000000000003,5.273126839614867
DataAug,2.0,0.15,24.81,3.592056050045247
Dropout,0.3,0.0,33.69,0.0
Dropout,0.3,0.005,33.59666666666667,0.05436502143433487
Dropout,0.3,0.01,33.623333333333335,0.040276819911982516
Dropout,0.3,0.02,33.56666666666667,0.057348835113617665
Dropout,0.3,0.03,33.50666666666667,0.09533566430716918
Dropout,0.3,0.05,33.26,0.13490737563231955
Dropout,0.3,0.075,32.70333333333333,0.487465098465748
Dropout,0.3,0.1,31.723333333333333,1.1231008661538606
Dropout,0.3,0.15,27.16,0.965228815704685
GaussianNoise,0.01,0.0,28.32,0.0
GaussianNoise,0.01,0.005,28.39,0.07348469228349667
GaussianNoise,0.01,0.01,28.33,0.09092121131323841
GaussianNoise,0.01,0.02,28.33666666666667,0.07586537784493845
GaussianNoise,0.01,0.03,28.35666666666667,0.06944222218666485
GaussianNoise,0.01,0.05,28.01,0.2083266665599963
GaussianNoise,0.01,0.075,27.673333333333332,0.3044484995674791
GaussianNoise,0.01,0.1,25.986666666666668,1.4601445894918161
GaussianNoise,0.01,0.15,26.166666666666668,0.4520570268843908
L1,0.0001,0.0,27.24,0.0
L1,0.0001,0.005,27.326666666666668,0.040276819911982224
L1,0.0001,0.01,27.293333333333333,0.032998316455370075
L1,0.0001,0.02,27.456666666666667,0.13816254517375243
L1,0.0001,0.03,27.036666666666665,0.31041191271527424
L1,0.0001,0.05,26.77333333333333,0.3141478774222248
L1,0.0001,0.075,25.156666666666666,0.9561148234158672
L1,0.0001,0.1,25.263333333333335,0.7246301738741553
L1,0.0001,0.15,20.846666666666668,2.5859921801033274
L2,0.0001,0.0,32.92,0.0
L2,0.0001,0.005,32.96333333333334,0.02054804667656224
L2,0.0001,0.01,32.93000000000001,0.008164965809278536
L2,0.0001,0.02,32.86333333333334,0.07039570693981274
L2,0.0001,0.03,32.836666666666666,0.17441967269268102
L2,0.0001,0.05,32.88333333333333,0.09741092797468028
L2,0.0001,0.075,32.35,0.10708252269472579
L2,0.0001,0.1,31.86666666666667,0.3635320557468828
L2,0.0001,0.15,29.74,1.4645363316308202
