method,reg_val,sigma,acc_mean,acc_std
Baseline,0.0,0.0,27.04,0.0
Baseline,0.0,0.005,27.02,0.03741657386774052
Baseline,0.0,0.01,27.02333333333333,0.030912061651653857
Baseline,0.0,0.02,26.956666666666667,0.09392668535736785
Baseline,0.0,0.03,26.72666666666667,0.11671427600007783
Baseline,0.0,0.05,26.876666666666665,0.5030794061466752
Baseline,0.0,0.075,26.146666666666665,0.8655377262462666
Baseline,0.0,0.1,26.583333333333332,0.775686076250496
Baseline,0.0,0.15,24.213333333333335,1.0084421428894954
L1,0.0001,0.0,27.24,0.0
L1,0.0001,0.005,27.353333333333335,0.012472191289248103
L1,0.0001,0.01,27.36,0.15577761927397354
L1,0.0001,0.02,27.366666666666664,0.10656244908763922
L1,0.0001,0.03,26.966666666666665,0.23098821518760584
L1,0.0001,0.05,26.55333333333333,0.5197649041206548
L1,0.0001,0.075,26.25,0.38270963754087606
L1,0.0001,0.1,22.763333333333335,1.7642814086445748
L1,0.0001,0.15,21.45,1.8216659042389394
