reg_method,reg_val,best_epoch,val_acc,train_acc,layer,split,dispersion_ratio,num_images
L2,0.01,1,0.1958743085433313,0.18988,conv1,train,0.3593771500974651,25000
L2,0.01,1,0.1958743085433313,0.18988,conv1,val,0.34256074695370586,26032
L2,0.01,1,0.1958743085433313,0.18988,conv3,train,0.019218526569900703,25000
L2,0.01,1,0.1958743085433313,0.18988,conv3,val,0.018731903055077315,26032
L2,0.01,1,0.1958743085433313,0.18988,fc1,train,0.008860643842226281,25000
L2,0.01,1,0.1958743085433313,0.18988,fc1,val,0.008710626139007582,26032
L2,0.05,1,0.1958743085433313,0.18988,conv1,train,0.21372479870456434,25000
L2,0.05,1,0.1958743085433313,0.18988,conv1,val,0.20016416113529018,26032
L2,0.05,1,0.1958743085433313,0.18988,conv3,train,0.010914619704938903,25000
L2,0.05,1,0.1958743085433313,0.18988,conv3,val,0.0105740685442321,26032
L2,0.05,1,0.1958743085433313,0.18988,fc1,train,0.0027068055887218673,25000
L2,0.05,1,0.1958743085433313,0.18988,fc1,val,0.00264320605085878,26032
L2,0.1,1,0.1958743085433313,0.18988,conv1,train,0.184958058697738,25000
L2,0.1,1,0.1958743085433313,0.18988,conv1,val,0.17317651720711294,26032
L2,0.1,1,0.1958743085433313,0.18988,conv3,train,0.008999945301173658,25000
L2,0.1,1,0.1958743085433313,0.18988,conv3,val,0.00871911606405686,26032
L2,0.1,1,0.1958743085433313,0.18988,fc1,train,0.002147714145302091,25000
L2,0.1,1,0.1958743085433313,0.18988,fc1,val,0.0020972494703783025,26032
